Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.3079,696,23,21,14,21,15.215,2.1565,0.350164,0.148066,0.819601
m.2150,326,2,2,2,2,1.718,0.3586,1,0.854509,0.771796
m.31093,201,2,1,0,0,-3.036,-0.2631,0.962001,0.911465,0.638697
m.13039,212,2,3,2,3,0.039,0.006,0.998746,0.895707,0.709569
m.31593,374,2,2,0,0,-3.896,-0.9766,0.632114,0.886446,0.401634
m.32004,521,10,12,6,6,1.449,0.1997,1,0.876275,0.747742
m.32539,222,0,2,0,1,-5.148,-0.6774,0.788159,0.906711,0.502811
m.32785,121,0,1,0,0,6.419,1.1236,0.950872,0.620942,0.827897
m.6240,289,1,2,0,0,2.826,0.4063,1,0.846693,0.777932
m.33135,103,37,41,32,44,1.241,0.6113,1,0.804603,0.799546
m.33500,300,14,17,8,10,-9.928,-1.4623,0.418613,0.850098,0.247063
m.3414,517,0,1,0,0,10.346,1.1986,0.932915,0.584563,0.829619
m.34165,271,2,1,1,2,2.845,0.447,1,0.839486,0.782813
m.3494,2140,165,172,105,128,-0.133,-0.1073,0.990822,0.904023,0.682158
m.13041,309,1,0,0,0,11.3,1.2662,0.912657,0.550166,0.830753
m.36049,334,6,6,1,2,-2.391,-0.4847,0.882906,0.913232,0.568244
m.13050,236,1,1,0,0,-1.847,-0.1496,0.985233,0.906523,0.670981
m.36534,1157,0,0,2,8,3.502,0.8688,0.989497,0.726893,0.81786
m.37637,179,10,11,4,1,17.149,2.5981,0.154733,0.047524,0.812651
m.6583,194,0,0,0,0,1.929,0.2386,1,0.871497,0.754181
m.38282,359,4,4,4,6,-4.268,-0.6544,0.800228,0.907832,0.510689
m.17520,299,3,3,4,5,6.277,1.3028,0.899778,0.531033,0.83121
m.3835,317,0,0,1,1,-10.827,-1.8956,0.249831,0.826685,0.134077
m.3844,610,69,73,33,42,-5.976,-2.3387,0.113852,0.812296,0.059945
m.9144,101,16,17,10,8,-1.282,-0.1619,0.983304,0.907185,0.667639
m.38633,275,12,11,8,10,9.863,2.4982,0.202992,0.06335,0.814016
m.3872,704,3,3,1,2,-8.03,-0.9837,0.62872,0.885889,0.399281
m.392,136,23,23,19,21,2.333,0.5109,1,0.827085,0.78986
m.13061,1080,0,0,0,0,0.715,0.0958,0.999997,0.887534,0.728596
m.4330,257,1,1,0,1,-10.406,-0.6465,0.804341,0.908197,0.513394
m.44,328,7,6,2,5,3.6,0.8095,0.996126,0.747435,0.81443
m.22336,329,8,8,3,6,-6.839,-1.054,0.596182,0.880326,0.376093
m.449,162,5,6,5,7,5.494,1.0182,0.969879,0.668256,0.824583
m.4530,483,0,0,0,0,-1.735,-0.3731,0.927886,0.91366,0.60471
m.4781,617,18,19,5,14,12.902,2.4312,0.238011,0.076258,0.814962
m.4865,531,8,8,8,8,18.239,2.6032,0.152549,0.046817,0.812583
m.4884,253,17,15,15,21,-2.849,-1.138,0.559238,0.873698,0.348632
m.4960,840,36,30,22,31,0.666,0.1215,0.999991,0.884938,0.733608
symbB1.EST_k37c20_2962|m.7004,867,2,1,1,2,-2.328,-0.3564,0.933768,0.913495,0.610013
m.5030,279,14,16,8,13,5.915,1.324,0.891624,0.51982,0.831425
m.13075,235,1,1,0,1,1.357,0.2826,1,0.865681,0.761021
m.506,193,5,4,4,2,7.665,1.4291,0.842378,0.463386,0.831984
m.5087,320,2,1,1,2,1.478,0.3121,1,0.861522,0.765355
m.5096,1402,3,5,1,3,-13.767,-1.11,0.571395,0.875896,0.357756
m.5098,411,2,2,0,0,-10.226,-2.0671,0.189967,0.820129,0.099965
m.29201,116,5,4,1,1,-3.008,-0.5028,0.874788,0.912918,0.562194
m.22041,329,2,1,0,0,-6.596,-0.8105,0.716943,0.898762,0.457361
m.32422,236,2,0,0,0,6.752,0.9147,0.984002,0.709943,0.820203
m.5115,549,7,8,4,6,-2.576,-0.3142,0.947533,0.912809,0.623197
m.5317,354,9,9,7,10,10.119,1.8219,0.540164,0.268482,0.82737
m.5270,380,6,6,3,4,0.92,0.1785,0.999967,0.878743,0.744071
m.5328,257,4,4,1,4,11.337,1.3263,0.890704,0.518599,0.831447
symbB1.EST_k37c20_745|m.1617,448,2,3,1,3,-4.752,-0.5624,0.846731,0.911424,0.542085
m.5347,415,8,9,6,9,9.938,1.5877,0.736269,0.379067,0.831294
m.537,304,2,3,1,1,2.117,0.3513,1,0.855648,0.770815
m.5384,568,1,3,1,1,9.257,1.3945,0.860336,0.482058,0.831893
m.13076,445,2,4,3,0,-2.799,-0.5602,0.847799,0.911492,0.542832
m.5440,160,41,28,45,60,-4.675,-4.0228,0.000367,0.801438,0.000137
m.19482,215,34,24,39,53,0.446,0.287,1,0.865075,0.76168
symbB1.EST_k37c20_660|m.1437,241,33,23,39,53,3.666,1.5981,0.728069,0.373718,0.831187
m.5463,882,82,84,56,67,-1.497,-1.7693,0.29714,0.832427,0.163489
m.5486,109,2,1,1,1,-5.012,-0.5647,0.845611,0.911353,0.541305
m.5510,229,4,4,3,1,4.615,0.6625,1,0.791566,0.803894
m.5513,246,5,5,5,3,-5.095,-0.9446,0.647673,0.88894,0.412268
m.5546,1101,16,17,8,12,7.315,1.2918,0.903803,0.536815,0.831084
m.5582,258,6,6,2,5,-2.347,-0.4081,0.914801,0.91381,0.593452
m.5619,199,4,5,2,3,-0.432,-0.1109,0.990408,0.904249,0.681226
m.5634,149,23,15,25,27,-5.999,-0.7989,0.723147,0.899541,0.461301
m.13401,174,19,13,17,20,1.979,0.3429,1,0.856941,0.769673
m.5689,476,5,7,2,4,0.685,0.158,0.999948,0.881043,0.740409
m.13085,424,1,3,0,1,1.18,0.1572,0.999948,0.881131,0.740264
m.5712,270,1,1,2,3,-6.966,-1.0857,0.582055,0.877814,0.365698
m.5746,161,11,12,9,10,0.988,0.2486,1,0.870214,0.755776
m.5747,202,8,6,2,3,7.589,1.1064,0.954417,0.628982,0.827429
m.17615,183,1,1,1,1,-7.479,-0.9829,0.629101,0.885952,0.399546
m.29405,106,1,1,0,0,-3.42,-0.5519,0.85181,0.911737,0.545646
m.30564,140,1,1,0,0,-1.946,-0.2078,0.974853,0.909388,0.654822
m.20628,112,2,2,1,2,-1.027,-0.0857,0.993078,0.902616,0.687672
m.5828,1791,3,2,1,1,-11.821,-1.8031,0.284366,0.830809,0.155286
m.5839,328,1,2,1,3,0.861,0.1002,1,0.887098,0.729467
m.5881,363,7,6,7,8,-3.809,-0.7294,0.76047,0.903882,0.485007
m.5892,125,8,9,4,3,-15.151,-2.3009,0.122658,0.813215,0.064551
m.5919,327,1,1,0,1,1.067,0.1476,0.999955,0.882179,0.738508
m.898,376,1,2,0,1,-0.628,-0.1053,0.991048,0.903897,0.682674
m.6100,310,24,22,24,28,1.676,0.8835,0.987773,0.721566,0.818639
m.6106,1183,2,4,1,3,3.821,0.5125,1,0.826756,0.790028
m.13089,190,1,1,0,0,-0.838,-0.1012,0.991499,0.903635,0.683729
m.612,679,50,51,43,47,3.744,2.1805,0.341558,0.140762,0.819117
m.20930,647,38,43,22,28,2.029,1.3959,0.859644,0.481303,0.831898
m.8917,676,44,52,29,37,-0.188,-0.0776,0.993825,0.902066,0.689706
symbB1.EST_k37c20_680|m.1491,353,12,12,8,11,-7.34,-1.2482,0.51174,0.865247,0.313094
m.7437,674,9,9,6,8,2.404,0.3673,1,0.853132,0.772949
symbB1.EST_k37c20_10470|m.24210,575,9,10,6,9,-3.976,-0.9683,0.636109,0.887096,0.404388
m.616,1072,41,35,23,27,-1.588,-0.3709,0.928675,0.913641,0.605411
m.6180,693,42,43,35,46,6.864,3.4934,0.006591,0.001735,0.805095
symbB1.EST_k37c20_3735|m.8908,705,3,6,6,8,2.357,0.5312,1,0.822847,0.79195
m.6186,860,0,0,0,0,-0.979,-0.1605,0.983531,0.907111,0.668021
m.6203,143,6,6,4,8,3.375,0.4562,1,0.837785,0.783873
m.644,181,15,15,10,10,3.142,0.5664,1,0.815138,0.795413
m.401,181,14,15,11,12,-1.923,-0.3671,0.930027,0.913607,0.60662
m.32417,162,9,8,5,6,2.322,0.7,1,0.78128,0.806848
m.8903,180,14,14,11,11,-0.743,-0.1796,0.980282,0.908085,0.662761
m.6453,159,1,1,0,2,-2.907,-0.5925,0.831886,0.910414,0.531847
m.6463,6996,12,17,9,14,8.054,1.7579,0.593205,0.296428,0.828718
m.19708,361,3,3,2,3,-7.963,-1.105,0.573578,0.87629,0.359388
m.9401,449,2,1,0,1,0.614,0.0641,0.999861,0.890577,0.722151
m.31478,374,1,1,0,1,2.411,0.4247,1,0.843499,0.780178
m.6490,438,15,17,7,12,-4.326,-0.7322,0.758969,0.903719,0.484049
m.6499,297,18,17,13,14,7.138,1.0795,0.959584,0.641313,0.826642
m.10194,572,19,15,14,16,10.58,2.284,0.304486,0.1113,0.817228
m.13090,174,1,3,1,1,-3.695,-0.4175,0.911119,0.913806,0.590398
m.6517,538,16,19,6,13,10.547,1.8741,0.499949,0.247015,0.826172
m.6593,1058,16,27,17,26,-0.802,-0.4325,0.905103,0.91376,0.5855
m.6627,1941,184,204,136,149,-1.513,-2.1558,0.162191,0.817249,0.085055
m.6659,223,4,5,2,5,5.92,0.4186,1,0.844569,0.779441
m.25093,208,2,2,1,2,-8.181,-1.5467,0.383512,0.844708,0.222631
m.6713,259,1,2,0,1,-1.235,-0.2502,0.965261,0.911038,0.642522
m.25763,303,2,3,0,1,1.176,0.1276,0.999983,0.884304,0.73477
m.697,208,3,3,2,4,21.543,2.1227,0.362846,0.15863,0.820311
m.6977,342,5,3,0,2,-12.423,-2.0403,0.19882,0.821066,0.104836
m.7051,436,7,10,4,4,2.846,0.4969,1,0.829921,0.788378
m.7209,320,6,4,4,5,-3.458,-0.644,0.805638,0.908311,0.51425
m.7374,436,5,5,3,6,-2.112,-0.314,0.947594,0.912805,0.623259
m.13091,557,0,1,1,2,8.783,0.8942,0.986497,0.717628,0.819189
m.7527,791,5,3,0,1,6.196,0.9305,0.982026,0.703891,0.82095
m.760,542,6,6,3,7,-5.422,-1.0505,0.59776,0.880604,0.377243
m.8211,367,1,2,1,2,13.623,1.3109,0.896724,0.526759,0.831296
m.6492,285,1,2,1,2,6.612,1.0518,0.964469,0.653691,0.825759
m.8509,223,0,0,0,0,-1.552,-0.3021,0.95118,0.912541,0.626916
m.858,537,4,5,2,4,-0.775,-0.1174,0.989631,0.904651,0.679534
m.8669,206,2,2,1,3,6.24,0.9415,0.980621,0.699611,0.821453
m.8927,151,9,9,7,11,-1.785,-0.4613,0.893089,0.913539,0.576017
m.8932,510,9,16,7,10,14.214,3.1026,0.041363,0.008404,0.807676
m.8978,174,1,1,1,1,-5.678,-0.8642,0.688547,0.894988,0.439199
m.899,700,1,2,0,1,-6.822,-0.8891,0.675641,0.893157,0.430825
m.13094,265,3,3,1,3,-6.54,-1.4649,0.417507,0.849926,0.246296
m.900,248,45,45,33,39,1.787,0.3949,1,0.848621,0.776507
m.5108,251,54,55,40,42,-3.669,-1.5581,0.3789,0.844009,0.21941
m.29219,277,33,32,24,26,4.317,1.1441,0.946384,0.611206,0.828418
m.5025,257,24,22,16,16,8.986,1.5974,0.728624,0.374077,0.831195
m.15022,221,26,26,13,17,-2.621,-0.6773,0.788212,0.906716,0.502846
m.19033,252,27,24,17,20,3.703,1.1319,0.949091,0.61702,0.828112
symbB1.EST_k37c20_6450|m.15307,248,20,19,14,15,0.61,0.0848,0.999973,0.888609,0.726392
symbB1.EST_k37c20_18328|m.41616,239,19,18,13,13,7.471,2.328,0.286848,0.099905,0.81651
m.9188,352,5,3,2,5,1.252,0.2258,1,0.873105,0.752104
m.22448,329,1,1,1,1,3.37,0.3926,1,0.849005,0.776217
m.925,826,39,45,24,32,0.989,0.4253,1,0.843393,0.78025
symbB1.EST_k37c20_12707|m.29253,798,3,3,1,3,-3.514,-0.9418,0.649055,0.889156,0.413201
m.9279,376,2,2,2,4,-0.787,-0.1617,0.983337,0.907175,0.667694
m.60,320,4,3,4,5,9.565,0.8295,0.993951,0.740675,0.81564
m.20,400,0,1,0,0,2.942,0.4612,1,0.836849,0.784443
m.9299,205,19,24,15,19,2.761,1.3017,0.900188,0.531612,0.831198
m.9330,588,10,13,4,5,-1.572,-0.3941,0.920156,0.913782,0.597977
m.9373,1378,0,0,0,0,-1.902,-0.3448,0.937711,0.913345,0.613669
m.9424,545,69,78,50,62,4.053,2.5819,0.161881,0.049832,0.812869
symbB1.EST_k37c20_18731|m.42470,511,15,20,13,15,3.477,1.0675,0.961751,0.646716,0.826269
m.9431,161,1,3,0,0,-6.298,-0.706,0.772985,0.905204,0.493015
m.9738,222,30,34,21,28,-1.356,-0.5445,0.855356,0.911945,0.548151
m.9119,158,15,18,13,15,-3.119,-0.7578,0.745218,0.90218,0.475302
m.13107,529,1,1,0,1,2.782,0.3039,1,0.8627,0.76417
m.9807,393,14,15,10,11,0.121,0.0384,0.99954,0.892917,0.716709
m.9855,546,15,12,10,12,-2.916,-0.8014,0.721808,0.899374,0.460452
m.9865,419,9,10,4,5,12.616,1.9933,0.422813,0.202081,0.823293
m.9957,415,34,38,16,23,10.951,2.4838,0.210515,0.065962,0.814217
symbB1.EST_k37c20_2976|m.7040,656,0,0,0,0,-6.93,-0.9593,0.640472,0.887799,0.407377
symbB1.EST_k37c20_16196|m.36863,687,4,3,3,3,-4.618,-1.1092,0.571744,0.875959,0.358017
symbB1.EST_k37c20_10706|m.24774,508,4,5,5,7,1.574,0.3289,1,0.859054,0.767736
symbB1.EST_k37c20_2935|m.6930,230,1,3,2,4,4.15,0.8612,0.990375,0.72961,0.817447
symbB1.EST_k37c20_2935|m.6931,199,1,2,2,2,4.187,0.7391,1,0.769854,0.809731
symbB1.EST_k37c20_9582|m.22271,1052,3,4,4,5,7.848,0.8878,0.987262,0.71999,0.818862
symbB1.EST_k37c20_1113|m.2530,766,0,0,0,0,4.58,0.5303,1,0.823039,0.791859
symbB1.EST_k37c20_11246|m.25932,1508,0,1,0,1,3.166,0.4629,1,0.836528,0.784635
m.30676,389,0,1,0,0,-1.8,-0.1358,0.987232,0.905746,0.674681
symbB1.EST_k37c20_11748|m.27081,218,1,3,1,2,3.759,0.5294,1,0.823229,0.791768
symbB1.EST_k37c20_1214|m.2760,628,0,0,0,0,4.849,0.8312,0.993763,0.740092,0.81574
symbB1.EST_k37c20_10268|m.23756,772,0,0,0,0,9.509,1.382,0.866383,0.488791,0.831837
symbB1.EST_k37c20_12867|m.29616,484,0,0,0,0,0.004,0.0006,0.998564,0.896154,0.708349
m.13133,304,13,13,7,10,1.266,0.2405,1,0.871255,0.754486
symbB1.EST_k37c20_14283|m.32649,470,2,2,1,1,-7.427,-1.5537,0.380676,0.844278,0.220651
symbB1.EST_k37c20_14475|m.33112,443,1,1,0,0,-1.315,-0.2423,0.967179,0.910759,0.644846
symbB1.EST_k37c20_1455|m.3360,395,12,11,8,10,18.03,1.4889,0.806917,0.431178,0.831935
symbB1.EST_k37c20_4529|m.10833,454,8,8,5,6,-10.306,-1.4697,0.41547,0.84961,0.244881
symbB1.EST_k37c20_149|m.340,412,7,10,8,8,8.146,1.129,0.949719,0.618393,0.828038
symbB1.EST_k37c20_5213|m.12433,322,6,7,6,6,1.848,0.3198,1,0.8604,0.766454
symbB1.EST_k37c20_1567|m.3635,725,15,20,13,16,2.588,0.7776,0.999441,0.757869,0.812383
symbB1.EST_k37c20_17098|m.38976,241,0,2,1,3,1.855,0.2136,1,0.874605,0.750087
symbB1.EST_k37c20_17467|m.39790,676,8,6,7,10,3.499,0.9646,0.977575,0.690447,0.822464
symbB1.EST_k37c20_3155|m.7489,688,8,6,7,11,7.449,0.9096,0.98463,0.711872,0.819955
m.13136,222,0,1,0,1,3.443,0.6843,1,0.785665,0.805634
symbB1.EST_k37c20_184|m.421,116,2,4,1,4,-13.369,-0.7573,0.745487,0.902211,0.475473
symbB1.EST_k37c20_1987|m.4708,533,2,3,1,3,4.048,0.4591,1,0.837243,0.784204
symbB1.EST_k37c20_2023|m.4784,188,4,5,1,2,-3.091,-0.4833,0.883525,0.913253,0.568711
symbB1.EST_k37c20_2081|m.4909,358,4,4,4,4,0.118,0.0227,0.999217,0.894291,0.713289
symbB1.EST_k37c20_21294|m.47669,506,0,0,0,0,9.841,1.1219,0.951231,0.621742,0.827852
symbB1.EST_k37c20_2140|m.5027,307,0,0,0,0,2.899,0.3481,1,0.856143,0.770382
symbB1.EST_k37c20_2164|m.5076,4652,1,1,0,0,-3.923,-0.8399,0.701317,0.896728,0.447401
symbB1.EST_k37c20_2245|m.5304,469,9,10,6,9,-6.401,-0.8258,0.708791,0.897714,0.452173
symbB1.EST_k37c20_902|m.2067,270,8,8,3,7,3.461,0.9508,0.979411,0.695951,0.821867
symbB1.EST_k37c20_6038|m.14360,104,6,8,7,8,13.156,1.696,0.646343,0.325164,0.829847
symbB1.EST_k37c20_23101|m.51379,247,2,2,0,3,-3.399,-0.2541,0.964292,0.911171,0.641369
symbB1.EST_k37c20_23775|m.52673,454,0,1,0,0,0.132,0.0206,0.999165,0.894472,0.712825
m.13137,647,1,1,1,1,-11.294,-1.5392,0.386563,0.845171,0.224761
symbB1.EST_k37c20_2414|m.5716,453,3,5,1,2,8.636,1.642,0.692236,0.351516,0.83066
symbB1.EST_k37c20_2817|m.6645,354,8,6,4,7,3.682,1.1006,0.955568,0.631666,0.827265
symbB1.EST_k37c20_11023|m.25500,171,11,13,16,14,-3.962,-0.517,0.868281,0.912625,0.557427
m.38041,516,3,4,8,10,-7.714,-1.3889,0.450293,0.855074,0.269106
symbB1.EST_k37c20_4845|m.11546,980,5,4,6,5,-1.52,-0.3211,0.945392,0.912947,0.621064
symbB1.EST_k37c20_11022|m.25497,783,3,4,5,4,-0.867,-0.1456,0.985831,0.906302,0.672059
symbB1.EST_k37c20_21946|m.49032,657,5,5,5,6,-0.249,-0.0237,0.99753,0.898106,0.70275
symbB1.EST_k37c20_642|m.1388,170,3,3,5,3,-2.937,-0.3714,0.928496,0.913646,0.605252
symbB1.EST_k37c20_14788|m.33784,437,2,2,1,1,12.96,1.5859,0.737676,0.379996,0.831311
symbB1.EST_k37c20_2583|m.6170,305,2,1,1,0,9.721,1.2366,0.922055,0.565393,0.830304
symbB1.EST_k37c20_14961|m.34203,355,1,2,1,2,8.711,1.4184,0.848125,0.469163,0.831966
symbB1.EST_k37c20_11532|m.26613,389,1,0,0,1,-2.67,-0.4549,0.895809,0.913603,0.578133
symbB1.EST_k37c20_877|m.1991,589,3,3,5,3,-3.95,-0.4,0.917918,0.913799,0.596074
m.23201,327,1,2,1,2,-3.032,-0.4518,0.897116,0.913631,0.579156
symbB1.EST_k37c20_28846|m.62323,470,0,0,0,1,5.06,0.7303,1,0.77249,0.809099
symbB1.EST_k37c20_2900|m.6850,320,10,10,7,6,4.28,0.8171,0.995307,0.744886,0.814896
symbB1.EST_k37c20_3028|m.7191,391,11,11,7,10,4.071,0.8372,0.993096,0.738027,0.816091
symbB1.EST_k37c20_3070|m.7296,138,1,2,0,2,-7.267,-1.0321,0.606122,0.882064,0.383296
symbB1.EST_k37c20_3071|m.7301,172,1,2,1,1,2.302,0.3265,1,0.859411,0.767399
symbB1.EST_k37c20_3138|m.7442,296,5,6,3,8,9.581,1.367,0.873346,0.496854,0.831756
symbB1.EST_k37c20_3283|m.7800,496,6,7,6,6,1.216,0.2492,1,0.870137,0.755871
symbB1.EST_k37c20_3326|m.7935,316,8,9,8,7,4.667,0.8983,0.986004,0.716106,0.819396
symbB1.EST_k37c20_5221|m.12447,319,7,10,8,10,6.075,1.2309,0.923768,0.568297,0.830209
symbB1.EST_k37c20_36410|m.75095,380,2,1,1,3,3.54,0.5822,1,0.811523,0.796903
symbB1.EST_k37c20_13594|m.31220,315,3,2,2,4,4.454,0.7405,1,0.769431,0.80983
symbB1.EST_k37c20_3830|m.9127,133,2,3,1,1,-10.112,-1.3895,0.450031,0.855032,0.268923
symbB1.EST_k37c20_409|m.896,1046,0,1,1,1,-17.086,-2.5157,0.081847,0.808711,0.04166
symbB1.EST_k37c20_47206|m.87566,331,1,1,2,1,1.901,0.2,1,0.876239,0.747793
symbB1.EST_k37c20_47208|m.87569,118,1,0,1,1,4.649,0.7014,1,0.780884,0.806954
symbB1.EST_k37c20_475|m.1111,752,2,0,1,3,11.579,1.9663,0.438338,0.211803,0.823948
m.34954,142,0,1,1,2,0.57,0.0626,0.999846,0.890716,0.721838
symbB1.EST_k37c20_4774|m.11339,320,3,2,3,5,-8.253,-1.4662,0.416955,0.849841,0.245912
symbB1.EST_k37c20_49226|m.89774,737,2,3,2,4,-10.96,-2.4617,0.090086,0.809679,0.046735
symbB1.EST_k37c20_521|m.1204,664,1,1,1,2,1.334,0.1696,0.999953,0.879752,0.742495
m.21400,524,0,0,0,0,-0.053,-0.0049,0.99836,0.896605,0.707097
symbB1.EST_k37c20_5269|m.12556,4620,1,1,1,1,-1.115,-0.1052,0.991059,0.90389,0.6827
symbB1.EST_k37c20_3669|m.8636,4548,1,0,0,1,2.068,0.3043,1,0.862643,0.764228
symbB1.EST_k37c20_12291|m.28283,3958,1,0,0,1,-7.84,-0.7944,0.725558,0.899839,0.462831
symbB1.EST_k37c20_55830|m.94547,266,0,0,0,0,5.053,0.6349,1,0.798734,0.801597
symbB1.EST_k37c20_48143|m.88480,266,0,0,0,1,-4.497,-0.8954,0.672407,0.892687,0.428711
symbB1.EST_k37c20_794|m.1769,228,0,0,0,0,-1.576,-0.2102,0.974357,0.909491,0.654137
m.13171,608,0,0,0,1,0.422,0.0636,0.999856,0.890623,0.722047
symbB1.EST_k37c20_5933|m.14161,198,2,3,1,3,-17.978,-1.715,0.317758,0.835159,0.177133
symbB1.EST_k37c20_6507|m.15457,630,1,3,3,3,-7.046,-0.7902,0.72781,0.900116,0.46426
symbB1.EST_k37c20_6972|m.16460,195,2,4,1,3,6.67,1.1495,0.94515,0.608614,0.828549
symbB1.EST_k37c20_7183|m.16913,688,0,0,0,1,-4.277,-0.2559,0.96384,0.911231,0.640836
symbB1.EST_k37c20_7666|m.17974,572,3,2,1,1,-6.903,-1.3385,0.472352,0.858628,0.284629
symbB1.EST_k37c20_622|m.1334,503,2,1,2,0,-2.189,-0.3928,0.920645,0.913777,0.598396
symbB1.EST_k37c20_623|m.1338,545,3,2,2,1,1.243,0.2838,1,0.865516,0.761201
symbB1.EST_k37c20_9496|m.22100,2133,4,5,1,3,9.377,0.9268,0.982493,0.705318,0.820777
symbB1.EST_k37c20_1915|m.4556,2152,1,2,1,1,-4.739,-0.625,0.815433,0.90914,0.52075
symbB1.EST_k37c20_9115|m.21230,2162,0,0,0,0,-1.691,-0.3466,0.937106,0.91337,0.613103
m.10055,770,0,1,0,0,2.087,0.3013,1,0.86307,0.763791
m.1027,157,1,2,2,3,2.465,0.3978,1,0.848134,0.776872
m.10469,238,0,0,0,1,5.013,0.582,1,0.811569,0.796884
m.13180,357,9,8,1,1,-8.21,-0.947,0.646491,0.888754,0.411469
m.10767,590,0,0,0,1,-5.724,-0.8591,0.691214,0.895357,0.440918
m.10886,397,0,0,1,0,-2.75,-0.4634,0.892189,0.913516,0.575322
m.11313,319,0,0,0,0,1.998,0.1645,0.999948,0.880323,0.741582
m.1157,147,2,2,1,3,-5.212,-1.0936,0.578576,0.87719,0.363114
m.12158,191,0,0,0,2,-1.007,-0.1236,0.988857,0.905027,0.677909
m.12643,211,0,0,0,0,6.803,1.1431,0.94661,0.611685,0.828393
m.10205,893,0,0,0,0,14.997,1.8882,0.489697,0.241414,0.825838
m.1320,427,0,0,0,0,15.51,1.417,0.848864,0.469919,0.831962
m.14269,430,3,3,0,1,5.693,0.932,0.981836,0.703311,0.821019
m.14377,379,0,0,0,1,-4.073,-0.4631,0.892318,0.913519,0.575421
m.15023,141,0,0,0,1,-7.352,-0.7786,0.734037,0.900869,0.468209
m.15259,327,3,2,3,3,1.303,0.3263,1,0.859441,0.767371
m.15388,345,0,0,0,1,-3.648,-0.7192,0.765934,0.904468,0.488497
m.15422,456,1,2,0,1,15.227,1.9033,0.479037,0.235505,0.825476
m.15734,455,0,0,0,0,2.223,0.4524,1,0.838491,0.783437
m.15837,260,0,0,0,0,-18.668,-1.6397,0.346668,0.839227,0.196926
m.16548,260,0,0,0,0,7.428,0.8959,0.986293,0.716998,0.819275
m.13193,278,2,2,0,1,6.859,0.7885,0.998332,0.754352,0.813099
m.16861,197,0,1,0,0,-11.553,-1.253,0.509659,0.864887,0.311564
m.1816,454,0,1,0,0,6.332,0.6077,1,0.805478,0.799226
m.20660,110,0,0,0,0,-10.766,-1.1616,0.549059,0.871859,0.340967
m.2094,592,0,0,0,0,1.433,0.2924,1,0.864324,0.762483
m.21445,216,0,0,0,0,12.821,1.9098,0.474552,0.23299,0.82532
m.2198,339,0,0,0,0,-13.17,-0.8593,0.69111,0.895343,0.440851
m.22426,144,0,1,0,1,-3.895,-0.5852,0.835523,0.910674,0.534334
m.22617,193,0,1,0,0,-6.938,-0.6852,0.784037,0.906312,0.500139
m.13197,189,6,6,4,4,-6.302,-0.8108,0.716783,0.898742,0.457259
m.23204,134,4,6,4,3,11.413,1.635,0.698064,0.355013,0.830752
m.23733,129,0,0,0,0,-4.06,-0.3382,0.939901,0.913246,0.615739
m.24039,534,0,0,0,0,-0.483,-0.0795,0.993654,0.902196,0.689231
m.24306,306,0,0,0,1,-9.084,-1.5649,0.376162,0.843596,0.217497
m.24810,159,0,0,0,0,-17.362,-1.4945,0.405026,0.847997,0.237623
m.24881,198,0,0,0,0,0.025,0.0051,0.998717,0.895782,0.709367
m.25208,791,0,0,0,0,3.649,0.67,1,0.78956,0.8045
m.25802,790,0,0,0,0,9.77,0.9836,0.974958,0.682729,0.82325
m.132,146,7,5,3,6,-2.004,-0.5121,0.870539,0.91273,0.559074
m.260,236,0,1,0,0,5.528,0.8267,0.99426,0.741631,0.815474
m.26295,159,0,0,0,0,-3.17,-0.5321,0.861235,0.91227,0.55234
m.26433,413,0,0,0,0,-7.118,-1.0313,0.606488,0.882127,0.383559
m.30054,147,1,1,0,1,-3.658,-0.5306,0.86194,0.912307,0.552846
m.3031,463,2,2,2,0,4.804,0.4818,1,0.832904,0.786741
m.30973,434,0,0,0,0,-13.517,-0.7449,0.752151,0.902966,0.479708
m.32224,134,0,0,0,0,-1.062,-0.163,0.983124,0.907243,0.667338
m.13206,240,3,3,0,2,7.618,1.4799,0.812615,0.436008,0.831959
m.32275,204,1,2,0,1,4.879,0.7217,1,0.775029,0.808472
m.32419,128,1,0,0,0,-1.345,-0.2731,0.959364,0.911772,0.635707
m.32790,184,1,1,0,0,1.866,0.1661,0.99995,0.880144,0.741869
m.36055,147,0,0,0,1,-1.089,-0.1734,0.981374,0.907777,0.664479
m.3747,251,1,1,1,1,1.901,0.28,1,0.866038,0.76063
m.3925,285,0,0,0,0,5.184,0.7043,1,0.780059,0.807174
m.4935,224,0,0,0,0,6.645,0.9078,0.98485,0.71255,0.819867
m.5110,582,0,0,0,0,0.498,0.0907,0.999991,0.888035,0.727578
m.13222,200,3,4,3,4,2.592,0.3879,1,0.849786,0.77562
m.5439,531,0,0,0,1,-1.352,-0.1984,0.976747,0.908971,0.657491
m.5448,204,1,0,0,0,-0.502,-0.0438,0.996393,0.899643,0.697985
m.5534,255,0,1,0,1,5.595,1.127,0.950147,0.619338,0.827986
m.559,466,0,1,0,0,-5.681,-0.7208,0.765078,0.904377,0.487949
m.5691,711,0,1,0,0,-2.479,-0.2369,0.968456,0.910561,0.646426
m.5791,301,1,1,0,0,-1.42,-0.1867,0.978986,0.908428,0.660781
m.7090,348,0,0,0,0,0.239,0.0333,0.999446,0.893368,0.715606
m.7210,168,1,0,0,0,2.374,0.362,1,0.853973,0.772248
