Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.2398	398	2	1	0	0	1	0	-0.102	-0.1279	0.994143	0.271344	0.951751
m.23996	320	0	0	0	0	1	0	-0.104	-0.1280	0.994136	0.271385	0.951736
m.23997	257	5	5	3	5	3	1	0.725	1.2857	0.000051	0.000002	0.603475
m.24011	345	13	16	9	11	13	8	0.654	1.4955	0.000001	0.000000	0.559408
m.24013	131	0	0	0	0	0	4	0.285	0.3913	0.515241	0.040955	0.916455
m.24029	442	5	14	6	7	7	7	0.690	1.4273	0.000005	0.000000	0.572700
m.24046	310	0	1	1	0	2	0	0.123	0.1620	0.921620	0.128719	0.968740
m.24081	202	9	8	3	10	8	8	1.410	2.8713	0.000000	0.000000	0.405634
m.24092	176	2	0	2	0	1	0	-0.216	-0.2734	0.997744	0.320095	0.918434
m.24113	335	0	1	1	2	2	0	0.396	0.5383	0.243027	0.014639	0.856983
m.2412	527	4	6	2	3	8	1	0.794	1.2676	0.000069	0.000002	0.607754
m.24125	101	0	1	0	2	1	0	0.316	0.4517	0.392570	0.027615	0.893229
m.2413	303	0	0	1	0	0	0	-0.077	-0.0998	0.996133	0.259482	0.955656
m.24130	123	0	0	0	1	0	1	-0.093	-0.1134	0.995124	0.265316	0.953821
m.24137	338	1	7	2	1	5	1	0.179	0.2497	0.799425	0.088560	0.956947
m.24143	156	6	3	2	1	3	3	0.169	0.2329	0.827354	0.095709	0.960042
m.24161	162	1	0	0	1	0	1	-0.079	-0.0993	0.996166	0.259264	0.955721
m.24170	270	2	0	1	0	2	0	0.177	0.2241	0.841184	0.099567	0.961504
m.24183	283	3	2	1	1	1	0	-0.132	-0.1789	0.992133	0.290893	0.943264
m.24205	912	0	3	2	2	4	0	0.351	0.5293	0.256718	0.015698	0.860830
m.24213	244	0	0	2	0	0	0	-0.325	-0.4171	0.999982	0.348274	0.832905
m.24219	687	7	14	7	9	14	9	0.756	1.6972	0.000000	0.000000	0.524453
m.24224	138	0	0	1	1	1	0	-0.085	-0.1113	0.995291	0.264426	0.954111
m.2423	566	1	0	3	0	0	0	-0.536	-0.7278	0.711965	0.366980	0.327610
m.24247	254	0	1	2	1	2	0	-0.078	-0.1070	0.995600	0.262592	0.954696
m.2425	858	0	1	1	0	5	0	0.400	0.5361	0.246330	0.014892	0.857924
m.24250	139	2	0	0	0	2	0	0.064	0.0844	0.979227	0.168373	0.970810
m.24266	335	0	2	0	1	1	1	-0.099	-0.1199	0.994681	0.268043	0.952908
m.24290	586	0	2	0	1	2	0	0.122	0.1716	0.911224	0.124018	0.967968
m.24308	388	2	4	2	5	7	3	1.193	1.8517	0.000000	0.000000	0.500838
m.24310	205	2	2	1	0	4	0	0.220	0.3017	0.702286	0.068372	0.944903
m.24316	262	0	3	3	3	7	2	0.615	1.0161	0.002477	0.000097	0.676244
m.2433	832	0	0	1	1	7	0	0.606	0.8350	0.020499	0.000882	0.736898
m.24351	185	2	1	0	1	0	1	-0.156	-0.2037	0.992319	0.299440	0.938200
m.24356	255	1	0	0	2	2	0	0.461	0.6255	0.134437	0.007104	0.819725
m.2438	9514	9	5	15	4	15	28	-0.345	-0.7993	0.535841	0.367539	0.216481
m.24423	342	10	6	8	11	7	6	0.696	1.6684	0.000000	0.000000	0.529121
m.24451	280	0	0	2	0	2	1	-0.113	-0.1541	0.992768	0.281715	0.947659
m.24493	298	2	6	2	1	5	1	0.215	0.2883	0.728634	0.073283	0.948353
m.24508	120	0	0	1	0	0	0	-0.115	-0.1504	0.992924	0.280292	0.948268
m.24565	525	0	0	0	0	1	0	-0.113	-0.1476	0.993062	0.279206	0.948722
m.24569	99	6	6	4	8	6	2	0.913	1.7861	0.000000	0.000000	0.510584
m.24620	241	17	6	1	9	6	5	1.726	2.9352	0.000000	0.000000	0.402349
m.24660	142	0	0	0	0	0	1	-0.103	-0.1300	0.994030	0.272200	0.951440
m.247	406	3	1	0	1	4	1	0.294	0.3843	0.529984	0.042760	0.918971
m.24722	174	3	6	3	8	3	4	1.144	2.1615	0.000000	0.000000	0.460677
m.24851	900	32	39	25	38	38	26	0.666	2.4897	0.000000	0.000000	0.430076
m.24916	265	1	0	0	0	1	0	-0.146	-0.1808	0.992123	0.291571	0.942902
m.24926	333	5	7	14	6	10	12	-0.175	-0.4366	0.999989	0.350817	0.814491
m.24931	171	0	0	2	1	3	0	-0.040	-0.0552	0.999166	0.239214	0.961041
m.24936	844	2	6	1	5	3	2	1.145	1.8601	0.000000	0.000000	0.499619
m.24947	295	6	12	9	9	11	5	0.472	1.1061	0.000746	0.000028	0.649731
m.24948	811	2	2	5	1	7	1	-0.226	-0.3469	0.999995	0.336749	0.883997
m.2495	336	0	1	0	0	2	1	0.120	0.1582	0.925528	0.130597	0.969013
m.24952	767	1	2	1	1	3	0	0.198	0.2652	0.772021	0.082228	0.953741
m.24964	992	8	12	10	11	17	17	0.711	1.7669	0.000000	0.000000	0.513513
m.24975	251	12	13	8	12	12	6	0.832	1.9740	0.000000	0.000000	0.483767
m.24983	433	4	2	1	3	1	1	0.541	0.7813	0.035277	0.001579	0.756866
m.2503	175	0	3	3	0	0	2	-0.360	-0.4798	0.999970	0.355568	0.765700
m.25041	188	8	10	3	3	8	5	0.690	1.1563	0.000367	0.000014	0.635931
m.25047	221	11	17	7	14	14	8	1.102	2.5065	0.000000	0.000000	0.428808
m.25058	226	0	2	0	2	3	0	0.442	0.6339	0.126236	0.006596	0.816179
m.251	263	0	0	0	0	0	2	0.077	0.0950	0.973943	0.162845	0.970929
m.25100	471	0	1	1	1	2	3	0.227	0.3346	0.634940	0.057208	0.935481
m.25115	481	1	1	0	1	0	0	-0.130	-0.1589	0.992599	0.283540	0.946853
m.25121	520	1	4	3	4	1	0	0.311	0.5245	0.264208	0.016287	0.862877
m.25139	549	19	25	14	18	20	9	0.608	1.7893	0.000000	0.000000	0.510099
m.25151	247	1	1	0	4	1	0	0.747	1.1976	0.000200	0.000007	0.625093
m.25153	155	0	0	0	0	7	0	0.540	0.7516	0.046798	0.002148	0.768306
m.25161	139	0	0	0	0	0	1	-0.031	-0.0387	0.999859	0.231319	0.962801
m.25176	115	3	6	4	7	7	5	0.960	1.8522	0.000000	0.000000	0.500765
m.25190	620	0	0	2	0	0	0	-0.308	-0.4155	0.999992	0.348054	0.834325
m.25195	896	5	1	3	3	10	0	0.654	1.0680	0.001254	0.000048	0.660673
m.2520	559	1	5	0	11	4	5	1.890	3.1845	0.000000	0.000000	0.392127
m.25213	140	0	0	0	0	0	1	-0.139	-0.1822	0.992111	0.292067	0.942633
m.25217	316	5	0	1	1	0	0	-0.034	-0.0457	0.999615	0.234692	0.962070
m.25218	280	6	9	7	8	5	4	0.496	1.0413	0.001787	0.000070	0.668586
m.25244	393	2	7	5	9	4	9	0.991	2.0326	0.000000	0.000000	0.476127
m.25258	278	7	14	9	11	7	6	0.605	1.4766	0.000002	0.000000	0.563003
m.25260	257	5	4	4	6	7	3	0.811	1.4782	0.000002	0.000000	0.562696
m.25270	173	1	1	2	0	1	0	-0.338	-0.4477	0.999989	0.352149	0.803049
m.25292	283	4	5	2	3	3	2	0.577	0.8850	0.011932	0.000499	0.719137
m.2531	239	9	14	12	20	18	11	0.873	2.3921	0.000000	0.000000	0.437948
m.25311	287	1	0	0	1	3	2	0.285	0.4059	0.484727	0.037368	0.911076
m.25325	239	4	7	5	9	8	3	0.914	1.8606	0.000000	0.000000	0.499547
m.25327	306	0	4	2	1	3	1	0.017	0.0234	0.997043	0.200159	0.968154
m.25376	167	3	3	3	2	3	3	0.325	0.4994	0.305439	0.019668	0.873519
m.2539	1354	8	16	10	20	17	5	1.043	2.7535	0.000000	0.000000	0.412316
m.25392	246	0	1	0	0	0	0	-0.120	-0.1484	0.993027	0.279517	0.948593
m.25409	132	3	2	2	2	4	1	0.381	0.5897	0.173757	0.009658	0.834958
m.25410	350	12	19	14	21	21	15	0.766	2.1934	0.000000	0.000000	0.457156
m.2542	649	12	23	18	28	28	23	0.800	2.6332	0.000000	0.000000	0.419900
m.25428	275	0	0	0	0	1	0	-0.020	-0.0272	1.000000	0.225707	0.963951
m.25435	194	2	5	2	3	3	3	0.667	1.0779	0.001098	0.000042	0.657790
m.25446	279	0	1	0	0	0	0	-0.016	-0.0195	1.000000	0.221903	0.964682
m.255	815	4	13	8	13	13	4	0.897	2.1181	0.000000	0.000000	0.465663
m.25538	553	3	4	2	2	3	1	0.263	0.3926	0.512508	0.040626	0.915983
m.25546	453	13	20	13	19	19	10	0.765	2.2844	0.000000	0.000000	0.447786
m.25552	512	3	2	0	1	5	0	0.466	0.6211	0.138885	0.007383	0.821587
m.2558	405	2	0	3	0	3	0	-0.151	-0.2131	0.992615	0.302514	0.936064
m.25638	115	0	5	2	6	3	4	1.155	2.0708	0.000000	0.000000	0.471349
m.25678	189	11	15	12	13	20	11	0.497	1.3274	0.000026	0.000001	0.593927
m.25694	384	1	0	1	1	1	1	-0.076	-0.0948	0.996489	0.257294	0.956306
m.25703	334	4	2	0	3	4	1	0.770	1.1131	0.000677	0.000026	0.647764
m.2571	802	0	0	0	1	1	0	-0.088	-0.1193	0.994728	0.267793	0.952993
m.25715	184	0	0	0	1	0	0	-0.138	-0.1849	0.992104	0.293019	0.942107
m.25727	713	0	0	1	0	0	1	-0.193	-0.2514	0.995252	0.314104	0.925781
m.25744	213	8	9	4	7	7	5	0.928	1.6660	0.000000	0.000000	0.529514
m.25761	371	0	1	1	0	2	0	0.034	0.0454	0.992816	0.188751	0.969464
m.25763	303	2	1	3	5	4	1	0.723	1.2728	0.000063	0.000002	0.606516
m.25784	125	2	0	0	0	0	0	-0.107	-0.1349	0.993724	0.274181	0.950705
m.25801	239	34	36	19	53	40	23	1.313	4.9940	0.000000	0.000000	0.368976
m.25802	790	0	0	0	0	0	1	-0.107	-0.1412	0.993384	0.276694	0.949736
m.25826	146	12	11	8	12	12	8	0.845	2.0147	0.000000	0.000000	0.478422
m.25835	116	9	13	5	8	10	5	0.896	1.8015	0.000000	0.000000	0.508260
m.25869	277	6	3	4	5	6	2	0.613	1.0354	0.001930	0.000075	0.670363
m.25878	131	0	3	1	0	5	2	0.445	0.5945	0.168065	0.009276	0.832907
m.259	296	2	0	1	0	3	0	0.270	0.3578	0.586086	0.050103	0.928088
m.25912	450	0	1	0	2	2	0	0.381	0.5007	0.303221	0.019480	0.872972
m.25920	229	1	0	0	1	1	0	-0.132	-0.1645	0.992408	0.285640	0.945886
m.2593	497	1	1	2	0	0	1	-0.266	-0.3504	0.999994	0.337419	0.881933
m.25982	154	1	1	2	3	3	2	0.614	0.9562	0.005218	0.000211	0.695196
m.25985	421	36	37	25	50	42	28	0.946	3.9854	0.000000	0.000000	0.376425
m.2600	343	8	0	6	2	4	7	-0.062	-0.1101	0.995368	0.263916	0.954275
m.26006	448	67	93	58	105	87	88	0.730	4.2369	0.000000	0.000000	0.373900
m.26013	535	6	3	6	3	4	1	-0.056	-0.0953	0.996459	0.257514	0.956242
m.26030	262	5	4	1	4	5	7	1.248	2.0025	0.000000	0.000000	0.480005
m.26049	373	2	3	2	1	1	4	0.033	0.0455	0.992793	0.188699	0.969470
m.26080	182	7	8	3	4	7	3	0.707	1.1635	0.000330	0.000012	0.634008
m.26081	187	13	7	5	6	8	5	0.683	1.3290	0.000026	0.000001	0.593569
m.26093	209	6	8	2	4	8	3	1.068	1.8656	0.000000	0.000000	0.498825
m.26096	232	1	3	3	5	3	2	0.747	1.3243	0.000028	0.000001	0.594622
m.2611	732	15	18	10	21	26	3	1.192	3.2948	0.000000	0.000000	0.388818
m.26116	135	3	5	1	2	3	1	0.526	0.7492	0.047852	0.002201	0.769242
m.26118	200	0	0	0	0	0	1	-0.075	-0.0999	0.996127	0.259525	0.955642
m.26130	154	5	0	3	3	3	0	0.327	0.5211	0.269591	0.016715	0.864326
m.26158	399	1	6	6	7	8	4	0.599	1.2407	0.000104	0.000004	0.614266
m.26179	500	2	5	1	4	5	5	1.231	1.8430	0.000000	0.000000	0.502107
m.26224	229	8	5	4	8	3	2	0.813	1.5161	0.000001	0.000000	0.555562
m.26235	513	0	3	0	1	0	1	-0.060	-0.0821	0.997444	0.251639	0.957904
m.26243	545	4	4	3	3	4	4	0.449	0.7700	0.039340	0.001777	0.761185
m.26261	222	4	0	3	1	4	3	0.143	0.2151	0.854734	0.103589	0.962886
m.26278	149	6	9	5	6	7	3	0.570	1.0367	0.001898	0.000074	0.669970
m.26292	190	0	1	0	1	2	2	0.187	0.2645	0.773289	0.082508	0.953893
m.26295	159	1	1	0	1	0	0	-0.114	-0.1403	0.993431	0.276337	0.949876
m.26296	112	3	1	0	0	3	2	0.299	0.4236	0.448351	0.033336	0.904338
m.26302	181	0	12	7	9	4	9	0.683	1.5600	0.000000	0.000000	0.547600
m.2633	542	0	0	0	0	2	1	0.042	0.0546	0.990376	0.183952	0.969902
m.26336	389	16	6	7	15	10	6	1.170	2.7534	0.000000	0.000000	0.412322
m.26339	197	11	10	4	10	7	4	1.234	2.6295	0.000000	0.000000	0.420146
m.26379	171	3	7	5	8	4	6	0.940	1.8584	0.000000	0.000000	0.499865
m.26381	192	4	2	3	1	4	1	-0.112	-0.1639	0.992434	0.285417	0.945991
m.26392	100	0	3	1	3	3	2	0.891	1.3167	0.000031	0.000001	0.596336
m.26409	122	7	5	5	11	9	5	1.127	2.4177	0.000000	0.000000	0.435794
m.26425	183	0	0	0	1	0	1	-0.120	-0.1615	0.992501	0.284519	0.946408
m.26428	129	0	0	0	2	2	0	0.410	0.5664	0.203264	0.011704	0.844939
m.26433	413	3	3	1	2	6	1	0.697	1.0040	0.002889	0.000114	0.679987
m.26466	184	6	3	5	3	6	6	0.246	0.4192	0.457317	0.034307	0.906034
m.26467	454	0	3	1	7	3	1	1.339	2.3170	0.000000	0.000000	0.444669
m.26519	179	0	0	0	0	0	1	-0.068	-0.0896	0.996895	0.254996	0.956970
m.26522	211	15	8	6	9	11	6	0.896	2.0004	0.000000	0.000000	0.480280
m.2655	450	10	24	13	25	17	9	1.031	2.8355	0.000000	0.000000	0.407582
m.26602	100	0	0	0	1	0	1	-0.064	-0.0824	0.997422	0.251774	0.957867
m.2661	154	1	0	1	1	0	2	0.134	0.1820	0.899109	0.118997	0.966991
m.26616	1020	1	0	1	0	2	0	0.110	0.1480	0.935436	0.135679	0.969650
m.26618	221	0	0	2	0	1	0	-0.251	-0.3392	0.999996	0.335237	0.888386
m.26680	176	5	2	1	1	4	0	0.314	0.4395	0.416447	0.029999	0.898108
m.26683	335	1	2	2	1	4	2	0.191	0.2930	0.719479	0.071537	0.947169
m.26704	140	2	3	0	1	3	0	0.268	0.3477	0.607431	0.053118	0.931378
m.26709	377	0	0	1	1	1	1	-0.144	-0.1803	0.992123	0.291393	0.942998
m.26727	287	2	6	0	6	3	2	1.254	2.1564	0.000000	0.000000	0.461251
m.26748	214	3	2	1	3	2	2	0.718	1.0491	0.001613	0.000063	0.666253
m.26751	180	4	10	1	7	4	6	1.583	2.5141	0.000000	0.000000	0.428241
m.26781	114	0	0	0	0	0	4	0.392	0.5548	0.219126	0.012850	0.849914
m.26788	760	13	18	13	13	20	6	0.442	1.2394	0.000106	0.000004	0.614586
m.26880	126	11	20	17	28	17	14	0.787	2.4066	0.000000	0.000000	0.436720
m.26896	558	0	0	0	0	1	0	-0.149	-0.1843	0.992103	0.292808	0.942225
m.26905	195	0	0	0	0	1	0	-0.091	-0.1142	0.995080	0.265654	0.953710
m.26906	143	5	6	8	3	7	3	-0.207	-0.3653	0.999992	0.340154	0.872632
m.26907	311	4	12	7	11	11	3	0.864	1.8652	0.000000	0.000000	0.498882
m.26926	313	0	8	4	1	7	1	-0.042	-0.0681	0.998405	0.245245	0.959578
m.26932	113	1	0	0	0	1	0	-0.027	-0.0351	0.999954	0.229572	0.963168
m.26933	140	9	5	4	10	5	2	1.099	2.1575	0.000000	0.000000	0.461127
m.26935	282	1	0	0	0	3	0	0.229	0.3249	0.655109	0.060367	0.938394
m.26940	335	3	21	7	19	10	8	1.301	2.9000	0.000000	0.000000	0.404127
m.26941	195	0	0	0	0	0	1	-0.071	-0.0950	0.996476	0.257382	0.956280
m.26952	376	77	97	70	107	97	64	0.560	3.6835	0.000000	0.000000	0.380585
m.26956	495	33	40	24	33	45	23	0.578	2.1910	0.000000	0.000000	0.457417
m.26981	281	7	13	5	4	10	3	0.457	0.8263	0.022445	0.000972	0.740070
m.2705	268	28	30	19	34	38	27	0.911	3.0927	0.000000	0.000000	0.395411
m.27078	180	0	17	12	9	20	9	0.250	0.5562	0.217171	0.012707	0.849314
m.27080	181	5	4	2	3	4	3	0.682	1.0663	0.001283	0.000050	0.661170
m.27104	291	0	0	0	1	1	1	0.048	0.0669	0.986393	0.177522	0.970375
m.27110	419	1	3	4	2	5	0	0.107	0.1772	0.904810	0.121305	0.967460
m.27111	329	0	1	0	2	0	1	0.269	0.3753	0.549010	0.045162	0.922142
m.27117	475	17	18	12	6	25	4	0.071	0.1563	0.927438	0.131539	0.969142
m.27125	414	2	0	0	0	0	0	-0.068	-0.0859	0.997167	0.253346	0.957434
m.2713	305	2	0	1	0	1	0	-0.083	-0.1087	0.995474	0.263319	0.954466
m.27134	171	1	1	1	4	9	0	1.201	2.0294	0.000000	0.000000	0.476535
m.2715	610	21	14	18	35	14	26	0.913	3.2733	0.000000	0.000000	0.389416
m.27183	206	2	3	2	0	0	0	-0.254	-0.3541	0.999994	0.338116	0.879702
m.2719	951	3	1	2	0	2	1	-0.160	-0.2129	0.992605	0.302450	0.936111
m.27220	121	0	0	0	1	0	0	-0.099	-0.1210	0.994601	0.268501	0.952751
m.2723	969	0	0	1	1	0	0	-0.136	-0.1706	0.992270	0.287891	0.944801
m.27234	308	44	57	29	53	57	34	0.826	4.0107	0.000000	0.000000	0.376142
m.27245	439	0	1	1	0	2	1	0.071	0.0956	0.973620	0.162532	0.970932
m.27343	272	4	4	5	5	6	5	0.560	1.0244	0.002226	0.000087	0.673701
m.2736	403	1	3	0	3	0	0	0.602	0.8852	0.011906	0.000497	0.719067
m.2737	226	0	4	2	1	5	2	0.245	0.3488	0.605110	0.052784	0.931025
m.27407	217	0	6	4	5	7	2	0.720	1.3039	0.000038	0.000001	0.599255
m.2744	660	2	0	0	0	2	0	0.055	0.0698	0.985338	0.176005	0.970467
m.27472	139	10	6	4	10	4	4	1.112	2.2922	0.000000	0.000000	0.447029
m.27474	600	0	2	0	1	1	0	-0.147	-0.1792	0.992126	0.291001	0.943207
m.27519	235	0	0	1	1	1	0	-0.051	-0.0654	0.998562	0.243993	0.959890
m.2752	168	28	24	13	26	19	15	1.038	3.0517	0.000000	0.000000	0.397055
m.2758	817	5	0	2	0	2	3	0.051	0.0707	0.984992	0.175535	0.970494
m.27586	330	5	8	8	8	13	5	0.588	1.3145	0.000032	0.000001	0.596835
m.27591	172	4	0	0	2	0	2	0.415	0.6044	0.156742	0.008528	0.828683
m.27600	192	5	1	3	1	5	1	0.004	0.0059	0.999003	0.209128	0.966872
m.27603	105	2	2	2	3	3	1	0.507	0.7976	0.030046	0.001328	0.750707
m.27605	263	4	2	0	4	3	4	1.111	1.7929	0.000000	0.000000	0.509555
m.27606	280	0	1	0	0	0	0	-0.077	-0.0947	0.996499	0.257250	0.956319
m.27613	234	11	7	5	9	16	6	1.097	2.1335	0.000000	0.000000	0.463868
m.27614	142	4	12	5	12	12	11	1.343	2.8644	0.000000	0.000000	0.406003
m.27625	216	0	1	1	0	0	0	-0.107	-0.1324	0.993876	0.273174	0.951082
m.27628	467	0	2	2	3	1	0	0.335	0.5091	0.289101	0.018301	0.869422
m.27646	180	5	4	4	8	6	3	1.029	2.0287	0.000000	0.000000	0.476624
m.2765	1329	2	1	0	0	4	1	0.254	0.3506	0.601312	0.052240	0.930444
m.27658	363	1	0	1	1	3	0	0.208	0.2608	0.779950	0.083999	0.954685
m.27664	165	1	5	5	6	3	7	0.629	1.2053	0.000178	0.000007	0.623122
m.27687	497	9	9	6	4	14	5	0.347	0.6553	0.107023	0.005442	0.807210
m.27691	423	0	0	1	3	6	1	0.973	1.4965	0.000001	0.000000	0.559219
m.27700	104	8	17	10	15	13	10	0.847	2.0285	0.000000	0.000000	0.476650
m.27731	112	4	3	2	5	3	2	0.919	1.5479	0.000001	0.000000	0.549764
m.27736	105	1	2	0	2	1	0	0.230	0.3123	0.680945	0.064636	0.942012
m.27757	157	17	6	5	10	6	8	1.091	2.2456	0.000000	0.000000	0.451659
m.27772	428	0	0	2	0	0	3	-0.065	-0.0900	0.996863	0.255173	0.956919
m.27778	204	4	7	5	10	9	3	1.070	2.1639	0.000000	0.000000	0.460408
m.2778	160	3	2	0	0	0	0	-0.044	-0.0551	0.999170	0.239166	0.961052
m.27791	585	9	27	17	32	17	19	0.914	2.8492	0.000000	0.000000	0.406828
m.278	253	202	254	163	303	254	171	0.709	6.9935	0.000000	0.000000	0.367158
m.27802	451	4	2	5	0	6	0	-0.318	-0.4682	0.999971	0.354404	0.779954
m.27813	362	9	8	5	8	10	5	0.916	1.8359	0.000000	0.000000	0.503148
m.27819	169	1	1	1	1	3	2	0.325	0.4441	0.407378	0.029082	0.896278
m.27822	350	3	1	2	0	3	1	0.038	0.0532	0.990773	0.184683	0.969840
m.27879	255	0	0	0	1	0	0	-0.092	-0.1163	0.994928	0.266538	0.953417
m.27902	108	3	2	2	0	2	0	-0.126	-0.1690	0.992297	0.287305	0.945089
m.2792	427	4	40	0	11	22	10	2.192	3.8098	0.000000	0.000000	0.378647
m.2794	658	49	101	48	85	60	52	0.728	4.0143	0.000000	0.000000	0.376103
m.27948	285	0	0	0	0	0	1	-0.115	-0.1489	0.993001	0.279711	0.948512
m.27954	454	1	1	0	2	1	1	0.303	0.4230	0.449570	0.033467	0.904570
m.27979	288	3	3	0	2	3	0	0.497	0.7150	0.065131	0.003096	0.782780
m.27998	400	18	17	6	12	23	3	1.113	2.4115	0.000000	0.000000	0.436310
m.2800	281	0	0	0	0	2	1	0.071	0.0914	0.975821	0.164721	0.970901
m.28013	833	12	13	6	11	12	5	1.059	2.2097	0.000000	0.000000	0.455404
m.28035	226	0	1	0	0	1	1	-0.141	-0.1794	0.992121	0.291072	0.943169
m.28068	132	8	8	5	15	7	4	1.324	3.0494	0.000000	0.000000	0.397151
m.28097	108	3	3	2	2	3	2	0.395	0.5919	0.171131	0.009481	0.834018
m.2811	300	0	0	0	0	1	0	-0.123	-0.1559	0.992709	0.282402	0.947359
m.28137	274	11	12	6	13	19	7	1.176	2.6759	0.000000	0.000000	0.417121
m.28144	117	6	3	1	3	4	3	0.899	1.3677	0.000013	0.000000	0.585094
m.28151	99	0	0	0	2	1	0	0.277	0.3627	0.575705	0.048684	0.926453
m.28154	158	4	15	3	12	5	3	1.462	2.7301	0.000000	0.000000	0.413732
m.28159	179	3	2	2	3	2	1	0.395	0.5974	0.164691	0.009051	0.831668
m.2821	497	1	0	1	0	1	0	-0.139	-0.1786	0.992140	0.290786	0.943321
m.2824	459	11	24	9	17	22	9	1.060	2.7536	0.000000	0.000000	0.412310
m.28261	194	0	0	2	0	0	0	-0.280	-0.3594	0.999997	0.339093	0.876416
m.28278	688	2	2	2	4	6	6	1.041	1.7031	0.000000	0.000000	0.523507
m.28289	123	2	0	2	0	3	1	0.043	0.0577	0.989452	0.182332	0.970033
m.28313	382	4	0	4	0	8	2	0.033	0.0532	0.990773	0.184683	0.969840
m.28364	198	0	1	0	1	2	0	0.103	0.1385	0.943917	0.140464	0.970125
m.284	444	10	11	7	6	11	9	0.514	1.0988	0.000825	0.000031	0.651795
m.2841	371	8	0	2	2	8	3	0.642	1.0083	0.002736	0.000108	0.678652
m.28410	144	3	3	1	4	3	1	0.901	1.3871	0.000010	0.000000	0.580975
m.28413	203	4	2	3	4	2	2	0.501	0.8595	0.015791	0.000669	0.728096
m.28417	112	0	3	0	1	0	1	-0.033	-0.0416	0.999770	0.232721	0.962501
m.28419	437	1	3	0	8	6	5	1.695	2.9698	0.000000	0.000000	0.400681
m.28430	410	1	0	0	0	4	0	0.304	0.4082	0.479956	0.036825	0.910213
m.28435	230	8	8	4	7	11	3	0.907	1.7139	0.000000	0.000000	0.521787
m.28438	291	6	4	3	6	5	4	0.923	1.6034	0.000000	0.000000	0.540015
m.28444	404	9	6	7	7	12	3	0.559	1.1305	0.000530	0.000020	0.642936
m.2848	287	4	8	7	7	7	6	0.418	0.8837	0.012107	0.000506	0.719588
m.28480	131	2	14	8	16	15	0	0.994	2.5228	0.000000	0.000000	0.427598
m.28497	512	0	0	2	1	1	1	-0.309	-0.3923	0.999992	0.344646	0.853469
m.285	338	7	3	3	3	3	7	0.623	1.0088	0.002719	0.000107	0.678497
m.28515	510	6	10	3	7	10	2	1.136	2.0012	0.000000	0.000000	0.480175
m.28519	329	2	1	1	1	4	3	0.490	0.6732	0.092731	0.004614	0.799787
m.28520	237	1	2	0	0	0	1	-0.138	-0.1783	0.992145	0.290679	0.943377
m.2853	518	8	10	5	10	11	10	1.228	2.3002	0.000000	0.000000	0.446260
m.28534	505	11	8	4	15	7	11	1.531	3.5010	0.000000	0.000000	0.383960
m.28537	125	14	8	9	10	14	6	0.588	1.3439	0.000020	0.000001	0.590265
m.28546	235	48	46	30	47	31	23	0.684	2.7393	0.000000	0.000000	0.413172
m.2856	532	35	35	25	47	49	32	0.904	3.4715	0.000000	0.000000	0.384577
m.2860	768	17	37	33	42	38	24	0.454	2.0336	0.000000	0.000000	0.476000
m.28601	246	1	0	0	1	3	1	0.144	0.1893	0.890078	0.115521	0.966217
m.28662	374	4	0	1	4	1	1	0.723	1.1379	0.000477	0.000018	0.640908
m.28687	461	2	8	2	5	5	3	1.052	1.7991	0.000000	0.000000	0.508621
m.28742	295	12	12	8	10	14	11	0.763	1.6822	0.000000	0.000000	0.526873
m.2877	192	0	1	0	2	3	2	0.552	0.8142	0.025418	0.001110	0.744523
m.28770	229	13	12	7	12	12	6	0.931	2.0902	0.000000	0.000000	0.468986
m.28774	853	0	0	1	1	3	0	0.220	0.3072	0.691263	0.066417	0.943420
m.2878	281	11	10	9	15	14	8	0.934	2.3823	0.000000	0.000000	0.438790
m.288	547	0	3	3	3	2	2	0.282	0.4654	0.366472	0.025115	0.887660
m.28820	245	19	25	16	27	24	10	0.822	2.7336	0.000000	0.000000	0.413519
m.28880	200	1	3	2	3	3	2	0.570	0.8989	0.010205	0.000423	0.714339
m.28920	220	3	1	2	3	2	2	0.569	0.8752	0.013303	0.000559	0.722555
m.28999	107	0	0	1	0	0	0	-0.108	-0.1393	0.993473	0.275940	0.950031
m.29	104	18	12	6	13	13	6	1.184	2.5868	0.000000	0.000000	0.423039
m.2905	396	9	10	6	8	6	6	0.735	1.5508	0.000000	0.000000	0.549243
m.29084	160	3	14	7	10	9	11	0.812	1.6777	0.000000	0.000000	0.527603
m.29115	136	9	4	3	6	6	3	1.018	1.8237	0.000000	0.000000	0.504948
m.29137	625	1	2	2	3	2	4	0.626	1.0104	0.002664	0.000105	0.678002
m.29142	223	5	7	7	9	9	5	0.653	1.3851	0.000010	0.000000	0.581396
m.29147	109	1	0	0	0	0	0	-0.067	-0.0861	0.997152	0.253435	0.957409
m.29183	293	0	0	0	0	1	0	-0.099	-0.1240	0.994400	0.269743	0.952320
m.29192	208	6	0	1	2	1	2	0.430	0.5716	0.196408	0.011219	0.842710
m.29199	285	7	6	3	1	4	2	-0.013	-0.0187	1.000000	0.221506	0.964756
m.29219	277	40	64	38	66	52	35	0.754	3.7945	0.000000	0.000000	0.378865
m.29240	253	18	2	9	18	17	12	1.111	2.8817	0.000000	0.000000	0.405082
m.29249	121	0	3	1	1	0	2	0.084	0.1115	0.964187	0.154283	0.970877
